,Date,Id,Tweet
0,2021-06-05 08:21:59,1401091921746006017,@lexfridman @VitalikButerin @ethereum @Bitcoin @dogecoin @ShibainuCoin @IOHK_Charles @Cardano @chainlink @0xPolygon… https://t.co/kEn50rfT3U
1,2021-06-04 05:27:36,1400685648001081352,@ItsDogeCoin @RTHowell Haf yu sin mi danz?
2,2021-05-30 21:24:28,1399114511202852871,@hiddin2urleft @greg16676935420 @blockfolio @BillyM2k @itsALLrisky @GloryDoge @DogecoinRise @ItsDogeCoin @DogeEducation @Investments_CEO 🤣🤣
3,2021-05-25 20:16:51,1397285556954877953,"@itsALLrisky Please note Dogecoin has no formal organization &amp; no one reports to me, so my ability to take action is limited"
4,2021-05-25 05:37:12,1397064185222078467,"@heydave7 @dogecoin_devs Doge has dogs &amp; memes, whereas the others do not"
5,2021-05-24 20:29:33,1396926365996261382,"Someone suggested changing Dogecoin fees based on phases of the moon, which is pretty awesome haha"
6,2021-05-24 19:49:56,1396916392629137409,"If you’d like to help develop Doge, please submit ideas on GitHub &amp; https://t.co/liAPQMFaQB @dogecoin_devs"
7,2021-06-05 08:21:59,1401091921746006017,@lexfridman @VitalikButerin @ethereum @Bitcoin @dogecoin @ShibainuCoin @IOHK_Charles @Cardano @chainlink @0xPolygon… https://t.co/kEn50rfT3U
8,2021-06-04 05:27:36,1400685648001081352,@ItsDogeCoin @RTHowell Haf yu sin mi danz?
9,2021-05-30 21:24:28,1399114511202852871,@hiddin2urleft @greg16676935420 @blockfolio @BillyM2k @itsALLrisky @GloryDoge @DogecoinRise @ItsDogeCoin @DogeEducation @Investments_CEO 🤣🤣
10,2021-05-25 20:16:51,1397285556954877953,"@itsALLrisky Please note Dogecoin has no formal organization &amp; no one reports to me, so my ability to take action is limited"
11,2021-05-25 05:37:12,1397064185222078467,"@heydave7 @dogecoin_devs Doge has dogs &amp; memes, whereas the others do not"
12,2021-05-24 20:29:33,1396926365996261382,"Someone suggested changing Dogecoin fees based on phases of the moon, which is pretty awesome haha"
13,2021-05-24 19:49:56,1396916392629137409,"If you’d like to help develop Doge, please submit ideas on GitHub &amp; https://t.co/liAPQMFaQB @dogecoin_devs"
14,2021-06-05 08:21:59,1401091921746006017,@lexfridman @VitalikButerin @ethereum @Bitcoin @dogecoin @ShibainuCoin @IOHK_Charles @Cardano @chainlink @0xPolygon… https://t.co/kEn50rfT3U
15,2021-06-04 05:27:36,1400685648001081352,@ItsDogeCoin @RTHowell Haf yu sin mi danz?
16,2021-05-30 21:24:28,1399114511202852871,@hiddin2urleft @greg16676935420 @blockfolio @BillyM2k @itsALLrisky @GloryDoge @DogecoinRise @ItsDogeCoin @DogeEducation @Investments_CEO 🤣🤣
17,2021-05-25 20:16:51,1397285556954877953,"@itsALLrisky Please note Dogecoin has no formal organization &amp; no one reports to me, so my ability to take action is limited"
18,2021-05-25 05:37:12,1397064185222078467,"@heydave7 @dogecoin_devs Doge has dogs &amp; memes, whereas the others do not"
19,2021-05-24 20:29:33,1396926365996261382,"Someone suggested changing Dogecoin fees based on phases of the moon, which is pretty awesome haha"
20,2021-05-24 19:49:56,1396916392629137409,"If you’d like to help develop Doge, please submit ideas on GitHub &amp; https://t.co/liAPQMFaQB @dogecoin_devs"
21,2021-06-05 08:21:59,1401091921746006017,@lexfridman @VitalikButerin @ethereum @Bitcoin @dogecoin @ShibainuCoin @IOHK_Charles @Cardano @chainlink @0xPolygon… https://t.co/kEn50rfT3U
22,2021-06-04 05:27:36,1400685648001081352,@ItsDogeCoin @RTHowell Haf yu sin mi danz?
23,2021-05-30 21:24:28,1399114511202852871,@hiddin2urleft @greg16676935420 @blockfolio @BillyM2k @itsALLrisky @GloryDoge @DogecoinRise @ItsDogeCoin @DogeEducation @Investments_CEO 🤣🤣
24,2021-05-25 20:16:51,1397285556954877953,"@itsALLrisky Please note Dogecoin has no formal organization &amp; no one reports to me, so my ability to take action is limited"
25,2021-05-25 05:37:12,1397064185222078467,"@heydave7 @dogecoin_devs Doge has dogs &amp; memes, whereas the others do not"
26,2021-05-24 20:29:33,1396926365996261382,"Someone suggested changing Dogecoin fees based on phases of the moon, which is pretty awesome haha"
27,2021-05-24 19:49:56,1396916392629137409,"If you’d like to help develop Doge, please submit ideas on GitHub &amp; https://t.co/liAPQMFaQB @dogecoin_devs"
28,2021-06-05 08:21:59,1401091921746006017,@lexfridman @VitalikButerin @ethereum @Bitcoin @dogecoin @ShibainuCoin @IOHK_Charles @Cardano @chainlink @0xPolygon… https://t.co/kEn50rfT3U
29,2021-06-04 05:27:36,1400685648001081352,@ItsDogeCoin @RTHowell Haf yu sin mi danz?
30,2021-05-30 21:24:28,1399114511202852871,@hiddin2urleft @greg16676935420 @blockfolio @BillyM2k @itsALLrisky @GloryDoge @DogecoinRise @ItsDogeCoin @DogeEducation @Investments_CEO 🤣🤣
31,2021-05-25 20:16:51,1397285556954877953,"@itsALLrisky Please note Dogecoin has no formal organization &amp; no one reports to me, so my ability to take action is limited"
32,2021-05-25 05:37:12,1397064185222078467,"@heydave7 @dogecoin_devs Doge has dogs &amp; memes, whereas the others do not"
33,2021-05-24 20:29:33,1396926365996261382,"Someone suggested changing Dogecoin fees based on phases of the moon, which is pretty awesome haha"
34,2021-05-24 19:49:56,1396916392629137409,"If you’d like to help develop Doge, please submit ideas on GitHub &amp; https://t.co/liAPQMFaQB @dogecoin_devs"
